,Unnamed: 0,Address,Lat,Lng,Name,Avgscore
55,55,"1359 Ave of the Americas, New York City, NY",40.76305,-73.97821,Love Sculpture,8.0
56,56,"Fulton & South Streets, Pier 17, New York City, NY 10038",40.707138,-74.00216999999998,South Street Seaport,8.0
57,57,"42nd Street, New York City, NY",40.758057,-73.98564,42nd Street,9.0
58,58,"New York City, NY",40.774975,-73.955025,Upper East Side,9.0
59,59,"26 Wall Street, New York City, NY 10005-1996",40.707268,-74.01023,Federal Hall,8.0
60,60,"Broadway & 59th Street, New York City, NY 10019",40.768154,-73.98216,Columbus Circle,8.0
61,61,"New York City, NY",40.70476,-74.01018,Stone Street Historic District,9.0
62,62,"26 Broadway, New York City, NY 10004",40.705826,-74.013115,Charging Bull (Wall Street Bull),7.0
63,63,"New York City, NY",40.718494,-74.0067,TriBeCa,8.0
64,64,"State Street at Pearl Street, Battery Park, New York City, NY 10004",40.70206500000001,-74.01501,Sea Glass Carousel,9.0
65,65,"290 Vesey Street, New York City, NY 10281-1032",40.71474,-74.01602,Irish Hunger Memorial,9.0
66,66,"1657 Broadway, New York City, NY 10019-6700",40.76251,-73.98371999999998,Times Square Church,9.0
67,67,"263 Mulberry St, New York City, NY 10012",40.75673,-73.98727,St. Patrick's Old Cathedral,9.0
68,68,"20 Broad St., New York City, NY 10005",40.70742,-74.010666,New York Stock Exchange,7.0
69,69,"180 Greenwich St, New York City, NY 10007-0089",40.711773,-74.01312,World Trade Center Memorial Foundation,9.0
70,70,"100 Bedford St, Corner Grove, New York City, NY 10014-5304",40.73253,-74.00554,Friends Building,8.0
71,71,"725 Fifth Avenue, New York City, NY 10022-2519",40.762478,-73.97403,Trump Tower,7.0
72,72,"7th Ave & West 32nd St, New York City, NY 10001",40.75079,-73.99219000000002,Pennsylvania Station,7.0
73,73,"Canal Street to Bayard Street, New York City, NY",40.718613,-73.99736,Chinatown,7.0
74,74,"Broadway at south end of City Hall Park, New York City, NY",40.71316,-74.00638599999998,City Hall Park Visitor Information Center,8.0
75,75,"Brooklyn to Manhattan lower East Side, New York City, NY",40.708115,-73.95707,Williamsburg Bridge,9.0
76,76,"59th Street and York Avenue, New York City, NY",40.757767,-73.95681,Queensboro Bridge,8.0
77,77,"122nd St. And Riverside Dr, New York City, NY 10027",40.813396,-73.96313,General Grant National Memorial,8.0
78,78,"Central Park, 85th Street to 96th Street, New York City, NY 10128",40.78378,-73.96387,Jacqueline Kennedy Onassis Reservoir,9.0
79,79,"1832 Madison Ave, New York City, NY 10035-2707",40.80248,-73.94365,Bethel Gospel Assembly,9.0
80,80,"278 Spring Street, New York City, NY 10013",40.725567,-74.006935,New York City Fire Museum,9.0
81,81,"1 West 72nd Street, New York City, NY 10023-3486",40.77578,-73.97608000000002,The Dakota,8.0
82,82,"1 Herald Square, at 34th Street and Sixth Avenue, New York City, NY 10001-2902",40.75028,-73.98775,Herald Square,8.0
83,83,"New York City, NY",40.716007,-73.98303,Lower East Side,8.0
84,84,"Hudson River, Piers 59-62, between 17th and 23rd streets, New York City, NY 10011",40.74613,-74.00901999999998,Chelsea Piers,8.0
85,85,"Duane and Elk Streets, next to 290 Broadway, New York City, NY",40.714703,-74.004326,African Burial Ground National Monument,9.0
86,86,"14 N Moore St, TriBeCa, New York City, NY 10013-2413",40.7198,-74.0066,GhostBusters Firestation,8.0
87,87,"59 W 44th St, New York, New York City, NY 10036-6638",40.75602,-73.982605,Algonquin Hotel,8.0
88,88,"179th Street and Riverside Drive, New York City, NY 10033",40.8518,-73.95308,George Washington Bridge,8.0
89,89,"54 Pearl St, New York City, NY 10004-4300",40.703434,-74.01129,Fraunces Tavern Museum,9.0
90,90,"Central Park Lake, (at 74th Street), New York City, NY 10021",40.77485,-73.96946,Loeb Boathouse,8.0
91,91,"414 W 141st St, At the intersection of Hamilton Terrace, New York City, NY 10031-9138",40.82136,-73.94733000000002,Hamilton Grange National Memorial,9.0
92,92,"Riverside Drive at 120th Street, 91 Claremont Ave, New York City, NY",40.811695,-73.9626,Riverside Church,9.0
93,93,"111th St., Queens, NY, Flushing Meadows Corona Park, Queens, New York City, NY",40.744205,-73.85181,Unisphere,9.0
94,94,"Between Houston Street, Bowery, & 14th Street, New York City, NY",40.72411,-73.9926,East Village,8.0
95,95,"44 Maiden Lane, New York City, NY 10045",40.708668,-74.009,Federal Reserve Bank of New York,8.0
96,96,"32nd Street, New York City, NY",40.747658,-73.986435,Koreatown,8.0
97,97,"28 East 20th Street, between Broadway and Park Avenue South, New York City, NY 10003",40.738857,-73.98917,Theodore Roosevelt Birthplace National Historic Site,9.0
98,98,"New York City, NY",40.756313,-73.98651,Brazil NY Tour,10.0
99,99,"1904 Surf Avenue, Located in Brooklyn, NY not New York City, NY, New York City, NY 11224",40.574806,-73.9845,Brooklyn Cyclones Baseball - MCU Park,9.0
100,100,"Fifth Avenue From 82nd to 105th Streets, New York City, NY",40.774475,-73.96632,Museum Mile,9.0
101,101,"109 E. 50th St., at Park Ave., New York City, NY 10022",40.75747,-73.97372,St. Bartholomew's Church,9.0
102,102,"1697 Broadway, New York City, NY 10019",40.76391,-73.98285,Ed Sullivan Theater,8.0
103,103,"Upper East Side at 81st Street., Central Park, New York City, NY",40.77950300000001,-73.965294,Cleopatra's Needle,8.0
104,104,"1912 Adam Clayton Powell Jr Blvd, New York City, NY 10026-2815",40.803127,-73.95307,First Corinthian Baptist Church,8.0
106,106,"6th Ave., and 49th and 50th Sts., New York City, NY",40.75944000000001,-73.97922,General Electric Building,9.0
107,107,"70 Washington Square South, New York City, NY",40.72956,-73.99611999999998,New York University,8.0
108,108,"1073 Avenue of the Americas, New York City, NY 10018-3701",40.75406,-73.98491,Kinokuniya Book Stores of America,9.0
109,109,"802 Broadway at 10th Street, New York City, NY 10003",40.731846,-73.99133,Grace Church,9.0
110,110,"188 Grand St, New York City, NY 10013-3729",40.7195,-73.99709,Alleva Dairy,9.0
111,111,"Between 45th and 47th Streets, Broadway and Seventh Avenue, New York City, NY",40.758564,-73.98465,Duffy Square,9.0
112,112,"74th Street near Fifth Ave, Central Park, New York City, NY 10021",40.773785,-73.96607,Hans Christian Andersen Statue,9.0
113,113,"124 Liberty St., New York City, NY 10006",40.709923,-74.01335,FDNY Memorial Wall,9.0
114,114,"421 8th Ave (between 31st & 33rd St), New York City, NY 10001",40.751266,-73.99404,James A. Farley Post Office,8.0
115,115,"2344 Arthur Ave, New York City, NY 10458",40.85416,-73.88817,Arthur Avenue Retail Market,9.0
116,116,"226 W 44th St, Discovery Times Square, New York City, NY 10036-3906",40.757652,-73.98711999999998,The Art of the Brick by Nathan Sawaya,10.0
117,117,"60 Lincoln Center Plaza, New York City, NY",40.772266,-73.98267,The Juilliard School,9.0
118,118,"44th Street and Broadway, New York City, NY 10112",40.75725,-73.98578,Good Morning America Studios,9.0
119,119,"City Hall Park, New York City, NY 10001",40.7132,-74.005936,Tweed Courthouse,8.0
120,120,"Midpark between 66th and 72nd Sts., New York City, NY",40.77115,-73.96393,The Mall,9.0
121,121,"American Museum of Natural History, New York City, NY 10024",40.780766,-73.97268000000003,Rose Center for Earth and Space,9.0
122,122,"Between West 26th Street and 42nd Streets, New York City, NY",40.75722,-73.9898,Seventh Avenue,9.0
123,123,"Chambers and Centre streets, New York City, NY",40.712795,-74.004906,The Municipal Building,8.0
124,124,"40 Lincoln Center Plaza, at Amsterdam Avenue, New York City, NY 10023-7486",40.77348,-73.98481,New York Public Library for the Performing Arts,9.0
125,125,"No. 19 Washington Square, New York City, NY",40.730824,-73.99733,No. 19 Washington Square,9.0
126,126,"139 West 46th St, New York City, NY 10036-8502",40.758392,-73.98382,Church of Saint Mary the Virgin,9.0
127,127,"Pier 17, New York City, NY",40.705925,-74.00317,Pier 17,7.0
128,128,"60 Centre St, New York City, NY 10007-1402",40.714325,-74.00147,New York City Supreme Court,8.0
129,129,"770 Riverside Dr, New York City, NY 10032-7535",40.83401,-73.94808,Trinity Church Cemetery & Mausoleum,9.0
130,130,"123 W. 43rd St, New York City, NY",40.756115,-73.9845,Town Hall,8.0
131,131,"1 Bowling Green, New York City, NY",40.70433,-74.01398,United States Custom House,9.0
132,132,"2081 Adam Clayton Powell Jr Blvd, New York City, NY 10027-4931",40.808296,-73.94870999999998,Greater Refuge Temple,9.0
133,133,"200 Park Av., New York City, NY (Formerly Pan Am Building)",40.751575,-73.97962,MetLife Building,7.0
134,134,"Washington Square Park, New York City, NY",40.730553,-73.99736,Washington Square Arch,8.0
135,135,"26 Wall St., Battery Park, New York City, NY 10004",40.703583,-74.01636500000002,Castle Clinton National Monument,7.0
136,136,"39 Battery Place, (at Nassau St.), New York City, NY 10280",40.70654,-74.01675,Skyscraper Museum,7.0
137,137,"East Drive at 67th Street, Central Park, New York City, NY",40.77424,-73.98113000000002,Balto Statue,9.0
138,138,"Broadway and Murray St, City Hall Park, New York City, NY 10007",40.71306,-74.0072,New York City Hall,8.0
139,139,"Columbus Ave and Broadway, New York City, NY",40.77212,-73.983,Lincoln Square,9.0
140,140,"New York City, NY",40.749107,-73.97078,Tudor City,8.0
141,141,"1395 Lexington Ave, New York City, NY 10128",40.78299000000001,-73.95273,92nd Street Y Tisch Center for the Arts,9.0
142,142,"133 Canal Street, New York City, NY 10002",40.716045,-73.996315,Mahayana Buddhist Temple,7.0
143,143,"1 E. 65th St., At Fifth Ave., New York City, NY",40.768055,-73.96995,Temple Emanu-El,9.0
144,144,"55 Water Street, New York City, NY",40.703022,-74.01023,New York City Vietnam Veterans Memorial Plaza,8.0
145,145,"Between John and Fulton Streets, New York City, NY 10038",40.69178,-73.98821,Fulton Center,9.0
146,146,"230 Park Ave, New York City, NY 10169-0005",40.754265,-73.976974,Helmsley Building,9.0
147,147,"100 Centre St, New York City, NY 10013-4308",40.71556500000001,-74.00046,New York City Criminal Court,8.0
148,148,"Christopher St at Hudson River, New York City, NY",40.733166,-74.01383,Pier 45,9.0
149,149,"1 Randalls Island Park, Wards Island, New York City, NY 10035",40.786186,-73.932304,Randall's Island Park,8.0
150,150,"Fort Washington Park, Hudson River Greenway, New York City, NY 10032",40.85005,-73.94681,Little Red Lighthouse,8.0
151,151,"New York City, NY",40.84232,-73.93027,The High Bridge,8.0
152,152,"Marine Midland Plaza 140 Broadway, New York City, NY",40.70863,-74.01003,Red Cube,8.0
153,153,"34 W 51st St, New York City, NY 10020-1600",40.759686,-73.97848,FDNY Fire Zone,8.0
154,154,"421 E 61st St, New York City, NY 10065-8736",40.760406,-73.95993,Mount Vernon Hotel Museum & Garden,9.0
155,155,"300 W 57th St, New York City, NY 10019-3741",40.766685,-73.9835,Hearst Tower,9.0
